,docdb_family_id,appln_id,appln_abstract
525,1590734,20944871,"575. Stubbs, W. T, and Stubbs, J. H. Jan. 10. Building - motions. - Relates to building- motions for spinning and doubling machines in which two cams are used, one of which serves to give the ring rail or lifter rail a definite lift, while the other serves to raise and lower the limits of such lift, repeatedly, in order to wind bobbins tapered at both ends. A cam 6, Fig. 1, oscillates a lever 15 and so reciprocates a rod 24, a box-frame 26 and a frame 30 connected with the lifter lever, and a cam 28 is interposed between the two frames, so that, as it is gradually rotated by a ratchet-wheel 28 and pawl 37, which is operated during each reciprocation by a lever and an adjustable stop 38, it alters the effective length of the rod 24 and moves the limits of the lift of the ring rail first in one direction and then in the other. The cam 28 makes more than one revolution during the formation of each bobbin. The second cam may be disposed on a lever operated by the cam 6 and arranged to work in or against a swinging lever adjustably connected with the lifting-levers. A spring stop 84 engages with a wheel connected to the ratchetwheel and serves, when the pawl is disconnected in order to wind on to bobbins with flanges, to hold the parts in position so that the only motion communicated to the ring rail or lifter rail is that of the cam 6. The bracket u is connected by means of a loose sleeve with a corresponding bracket on the other side of the frame. The rod 24 is adjustably mounted on a screw in a slot in the swinging lever 15. Specifications 3228/76 and 12,024/87 are referred to."
526,1590735,20944872,"576. Zeiss, C., [Firm of]. Sept. 13, 1909, [Convention date]. Telescopes.-The carrier for a scissor telescope consists of two parts, a head carrying a bearing a<1> for the hinge bolt of the telescope and having a sleeve a<0> surrounding the second part, which forms a journal and comprises two parts b<1>, b<2> centrally bored to receive a member b<0> which supports the carrier on a stand. In this way the axis of the carrier hinge is arranged to pass through the centre of gravity of the telescope when this is in its opened-out position. The two parts b<1>, b<2> are secured together by a bolt h, and a clamping-screw is provided to secure the head and journal together after the head has been adjusted, if desired, in the vertical plane."
527,1590736,20944873,"578. Read, F. Jan. 10. Energy-absorbing elements.-In a water-brake dynamometer, which can rotate in either direction without alteration of the connexions, a rotary impeller 12, mounted on the central shaft, forces the water through ports 9 of a concentric cylindrical valve 8 and into the chamber 5 of the outer casing 1. The water circulates through by-passes 14, Fig. 4, which return it to the centre of the apparatus. The valve 8 can be rotated by worm gear so as to close the.entrance to the chamber 5, and thus adjust the power absorbed by the dynamometer."
528,1590737,20944874,"580. Chambers, E. V., and Watson, Ltd., H. B. Jan. 10. Moving-chamber apparatus. - In apparatus described as for treating liquid but generally applicable for mixing liquids in definite proportions, reagent is measured out, in proportion to the amount of liquid supplied to a waterwheel or turbine 7, by means of a hollow curved dipper 11 attached to the end of a hollow arm 10 and dipping into the tank 14 as the wheel rotates. The liquid to be treated is supplied from a tank 1 through a perforated plate 2, tank 3, and outlets 4, 5 with adjustable doors by means of which the portion supplied to the wheel can be regulated. The reagent passes from the dipper by pipes 12, 13 to the mixing- tank 6. The free end of the arm 10 is open so that excess of reagent overflows as the arm rises, and the same amount of reagent is thus supplied at each revolution. The axle 8 may be weighted to balance the dipper, or may be provided with a pawl and ratchet-wheel to prevent backward movement."
529,1590738,20944875,"581. Chambers, E. V., and Watson, Ltd., H. B. Jan. 10. Drawings to Specification. Moving - chamber apparatus for granular materials.-A discharging-device for use with vacuum pans &c. comprises a recessed plug-valve rotated by external driving-mechanism and discharging into a draining-trough from which the solids are removed by a conveyer and an elevator. Reference has been directed by the Comptroller to Specifications 9518/90 and 29392/01, both in Class 32, Distilling &c.]."
530,1590739,20944876,"582. Magee, T., and Adair, S. Jan. 10. Screw motors.-A number of blades are arranged in single or double screw formation on a cylindrical or conical shaft a supported in self-adjusting bearings g, carried by two floats b, c, so as to be adjustable thereon. The ends of the floats are tapered to direct the water towards the blades, and a sluice gate may be provided to regulate the flow. A guard to protect the blades from injury by floating logs and the like may be placed between the floats. The shaft a is provided with a fly-wheel h."
531,1590741,20944878,"584. Crossley, B., Cooper, W. G., and Palatine Automatic Loom Co. Jan. 10. Shuttle-changing mechanism. - In shuttlechanging mechanism in which the shuttle-box front 12 is lowered and the backboard 14 raised to enable a fresh shuttle to be introduced and the spent shuttle to be ejected, these movements are effected by the beating-up of the lay, and the box front and backboard are returned to normal position immediately the lay reaches its foremost position. The front 12 and backboard 14 are carried by two rods 7 and two rods 8 secured to two levers 5 on a shaft 1, which carries a striking-lever 17 provided with a stud carrying a bowl 19. A lateral projection on a part 24 connected adjustably by a screw to a bell-crank lever 23 is raised into the path of the bowl 19 by connexions from the weft-fork mechanism, so that, when the lay beats up, the striking-lever 17 and shaft 1 are rocked, the front 12 being lowered and the backboard raised against the action of a spring 25. The bowl rolls over and slips off the projection on the part 24, when the lay is forward, and the spring returns the parts to normal position The guiding-bosses 9, 10 of the rods 7, 8 are preferably inclined so that the backboard when lifted may be moved back somewhat, and on its return may move the fresh shuttle to the front again, if it should have been pushed a little too far back. When the weft-fork mechanism is actuated, a lateral projection on a slide-block on the weft-fork rod encounters an arm fixed on a cross-shaft 38, which is thereby rocked, and a stud 40 on a lever fixed on the shaft engages in a slot in the, arm 27 of the lever' 23, thus raising the abutment on the part 24 into position to engage the bowl .19. The return movement of the lever 23, under the action of gravity or a spring, is limited by a set-screw on a lug on the bracket 21. A bar 61 adjustably fixed by a screw to a swivel piece 60 on a lever 52 rests upon the part 24, so that, when the latter is raised and the lay beats up, the hooked nose 62 of the part 61 engages a plate 63 fixed to a lay-sword and the lever 52 is rocked. A cross-rod 48 held between the lever 52 and a spring-actuated jaw 53 pivoted on this lever is thus moved, and a block 47 carried thereby is thus reciprocated along two guidespindles, and push-rods 49 then feed a fresh shuttle from the magazine into the shuttle box, the spent shuttle being ejected from the box and being temporarily held against a plate 65 carried by spring-actuated rods 69. When the backboard 14 is lowered, the shuttle is ejected into the shoot 68. The hook-shaped nose 62 is held up by the plate 63 until the lay begins to move backwards, whereupon the plate 63 engages the turned-up end of the bar 61 and returns it nearly to its position of rest, a spring 56 which prevents undue vibration completing the return movement. To guide the fresh shuttle into the box, a frame 70 open to receive the picker is fixed in the shuttle box and has projecting tongs to meet the turned-up back of the magazine, while other prongs 72 formed on the shuttle-box bottom pass between the anglebrackets 43 supporting the magazine. In fastreed looms, the back swell is fixed on the backboard or on one of the supporting-rods, and the back-swell lever, fixed on the stop-rod, is made longer and may be cranked laterally so as to engage the swell while it is lifted. The back edge of the frame or plate 70 is chamfered on its underside, to press the swell back as it is lifted up with the backboard and thus prevent it from catching on the plate 70."
532,1590743,20944879,"592. Ashworth, P. Jan. 10. [Cognate Application, 16,313/10.] Yarns, warping and beaming.-Bobbin holders, arranged to be adjusted for wear or to suit bobbins of different sizes, consist, in the form shown in Figs. 1 and 3, of a spring D, secured by a fixing and adjusting screw E to boards or brackets fixed to, or in place of, the creel uprights of warping and beaming machines &c. The end members d carry conical pins d<2> which enter the bore of the bobbin F, and which may be riveted to the spring or stamped out from the steel. As shown, the spring D is secured between lugs a' on a carrier bracket A pivoted to the beam B of a drum winding-machine. In the form shown in Fig. 7, for creels, one of the horizontal or vertical creel bars carries a series of fixed conical pins d<1>, and the other bar carries a series of adjustable conical pins H. Each pin H passes through a hole in the bar G and carries a nut h, between which and the bar is arranged a spring h<1>. Steady-pins h<2>, fixed to the nut h and entering holes in the bar, prevent rotation of the nut when the pin H is being adjusted; a second nut H<1> provides for further adjustment. In a modification, the nuts h and springs h<1> are arranged in a series of recesses in the bar, the recesses being closed by plates; when the creel bars are made of channel-iron, the nuts and springs are arranged in the channel, which is closed by a plate or plates."
533,1590744,20944880,"595. Gilbert, A. Jan. 10. Holding edges of sheets together for duplicating &c.-A carrier sheet for manipulating carbon sheets and papers in typewriters &c. comprises a base sheet A and a Y-section binding-strip B, between the limbs 2, 3 of which the carbon sheets are gripped when the binding-strip is turned into line with the base sheet. The limb 3 is attached to the base sheet so as to leave a free end 5, over which the carbon sheet C is folded, the binding- strip being 6rst folded completely under the base sheet, and then, after the carbon sheet has been inserted between the parts 3, 5, folded back to fold over the carbon sheet. The limb 2 is turned into the position shown in Fig. 2 to serve as a gauge when inserting the papers. The binding- strip may be formed from a single strip doubled over as shown in Fig. 2, or of two separate strips, in which case the doubled part is made with the end of one strip projecting, to facilitate insertion in the typewriter &c. According to the Provisional Specification, the ends of the upper fork of the binding-strip and the sides of the base sheet may be cut so that they can be interlocked ; and the gripping-edge of the base sheet may be serrated or otherwise shaped."
534,1592285,20944887,"922. Barr, A., and Stroud, W. Jan. 13. Anti-vibration devices.-Relates to anti-vibration mountings for instruments such as searchlights on board ship so constructed that when the part carrying the instrument is displaced vertically downward with respect to the deck, the force operating to raise it is but very slightly altered in magnitude. This condition is produced by the use of a coiled spiral spring twisted about its axis. A pedestal bolted to the deck is provided with a rotatable sleeve 2, supported upon ball bearings 3, the instrument resting in forks 6 attached to the part 4 inside the sleeve 2. This part 4 is supported below by two spring supports 8 pivoted about fulcrums 10 and moving against the action of coiled springs 12. The springs are adjusted by the rotation of the shafts 10 by the worm wheels 15 and the springs 12 are so selected that it is necessary to turn the shafts through angles greater than 360‹ before the weight is supported."
535,1592919,23675648,"345. Westrup, C. J. Jan. 8. Oil gas.-Relates to apparatus for the manufacture of oil gas, of the kind in which a valve mounted on the emission end of a vaporizer controls the discharge of the vaporized fuel across an air-gap into an adjustable cone in the intake end of a pipe connected to a gas-holder &c. According to the present invention, the controlling-valve 5 is mounted on the end of the vaporizer 3 so that the passage is not interrupted by bends, and the conical intake orifice 6 is formed in a block longitudinally adjustable in the end of the pipe 7, in which it is secured, after adjustment, by one or more set-screws &c. As shown, the pipe 7 conveys the mixture of gas and air to a gas-holder 8, the bell 14 of which automatically controls a valve 2 in the supply pipe 1 of the petrol or like fuel. The vaporizer is heated by incandescent burners supplied through a branch 10 from the pipe 7 &c. The pipe 7 may discharge directly into the gas-main."
536,1593116,20944893,"737. Blunden, G. T. Jan. 16. [Cognate Application 27,664/20]. Watch holders.-A watch holder for motor-cars &c. comprises a metal casing b, Fig. 2, which is secured to a dashboard &c. so as to present normally a substantially flush surface, the watch a being pivotally mounted by pivots c in a casing d screwed into the casing b, into which also the bezel is screwed. In a modification, Fig. 4, the watch is removably mounted in a deep conical bezel d which is pivotally mounted in the catsing b, a spring pin keeping the bezel in the Position shown."
537,1593243,20944895,"852. Lightfoot, T. B., [Gesellschaft f³r Linde's Eismaschinen]. Jan. 12 Ice-making; cooling liguids.-Compressed air from the inner pipe b<1> of the coil B expands into the chamber E, flows round the vessel D containing water &c., down through the annular chamber C, and then escapes through the outer pipe b, cooling on its way the i ncoming compressed air. The coil B is packed in non-conducting material in a casing A. Reference is made to the countercurrent cooling - apparatus described in Specification No. 12,528, A.D. 1895."
538,1593245,20944896,"348. Zimmermann, E. J. Jan. 6. Reaping and mowing machine.-Relates to an attachment to a mowing-machine to adapt it for reaping cereal crops. A board c is mounted in an inclined diagonal position above and in front of the cutter-bar d to draw the crop together as shown in the Figure. The board c is carried by bars b adjustably secured in bars e supported adjustably from blocks f attached to the draught-pole a. A triangular platform h, turned up at one side i, is removably secured at the back of the cutter-bar d."
539,1593246,20944897,"549. Hansee, R. H. Aug. 25, A.D. 1899, [date applied for under Sec. 103 of Patents &c. Act, A.D. 1883]. Stoppers.-Relates to fasteners for jar covers. Two semicircular wires 8, each formed with a hook 9, an eye 10, and an upright arm 12 terminating in a hook 13, are secured on the neck of the jar by engaging the hook 9 of one part in the eye 10 of the other. The hooks 13 are oppositely directed, and are adapted to receive the partial hooks 7 on the arms of the fastening- lever 4. Spring coils 3 are formed on the lever, the lever and its arms lying on opposite sides of the centre line of the coils. When the cover and the wires 8 &c. are in position, the hooks 7 are. engaged in the hooks 13, and the lever 4 is pulled down into the locking position, as shown. During this movement, the coils are compressed towards each other until the centre is passed, and then diverge so as to secure the lever in the locking position. The fastener is self-adjustable in action, and may also be removed and applied to another jar."
540,1593248,20944953,"812,352. Moulding-processes and apparatus. METROPOLITAN-VICKERS ELECTRICAL CO. Ltd. Dec. 21, 1955 [Jan. 3, 1955; July 19, 1955; Aug. 11, 1955], Nos. 101/55, 20909/55 and 23223/55. Class 83 (1). Mould and core parts are formed of a refractory having mixed therewith aluminiumphosphate, and are hardened by ammonia-gas. The wood-pattern 1 on pattern-plate 2 is covered by a latex sheet 3 placed in position under tension and inflated to hemispherical form by application of pressure-air through a valve 8. The sheet, preferably coated with a silicone release agent, is then dipped in a colloidal silica slurry, and evacuating means is applied to the valve 8, whereby the sheet is drawn into intimate contact with the pattern. When dry, the pattern is dipped in an ethylsilicate-slurry, a stucco of coarse molochite applied, and after drying, the pattern is dipped in an aluminium-phosphate slurry. The moulding box 11, secured in a steel shell 12, is then placed in position on a bed plate 9a, filled with moulding mix 17, such as alumina, silica, molochite, sillimanite or zirconium-silicate, with 3-4 per cent by volume of a dilute acid solution of aluminium-phosphate, and the top of the box closed by a plate 18, through which ammonia-gas may be passed. A spring-loaded plate 22 applies pressure to the mix. The shell 12 and material 17 is then partially evacuated through a conduit 16, and ammonium-gas then allowed to enter to harden the mould. Stripping is achieved by readmitting air through valve 8 to beneath the sheet 3. In modifications, the gas is supplied under pressure to nozzles entering the mould-mix, through passages in a pressure plate and through ports and passages in the pattern plate and the pattern. Specifications 776,616 and 781,376, [both in Group V], are referred to."
541,1593249,20944985,"Cellulosic materials are bleached with aqueous hypochlorite in the presence of a bromide, and the addition of the bromide to the bleaching liquor is spread over a great part or the whole of the time required for the bleaching. The bromide may be added as such or formed in situ by adding bromine and alkali hydroxide or carbonate simultaneously to the bleaching liquor. The hydrogen ion concentration of the liquor is preferably kept at about pH 7 to 8.2. The following examples are given: (1) wood pulp is bleached with bleaching powder and after one hour aqueous potassium bromide is added over a further period of an hour, the pH being brought to 7.5; (2) wood pulp is treated as in (1), but using a solution of bromine in sodium hydroxide instead of a solution of potassium bromide; (3) wood pulp is mixed with chloride of line and aqueous potassium bromide is added over a period of 45 mins.; (4) the process of (1) is modified by adding aqueous potassium bromide one hour after the beginning of the bleaching and spreading it over 75 mins.; (5) wood pulp is treated with hypochlorite as in (1) and, one hour after starting, solutions of sodium hydroxide and bromine are added over a period of an hour; (6) wood pulp is treated with hypochlorite and a solution of potassium bromide is added over 100 mins.; (7) cotton cloth is run continuously through boiling caustic soda, then through water and thereafter through a succession of bleaching vats containing hypochlorite at a pH of 7.0 to 8.0 to which potassium bromide and make-up hypochlorite are continuously added. The cloth is again washed and treated with caustic soda and passed through another series of bleaching vats containing hypochlorite without bromide; (8) Kraft pulp is treated with hypochlorite to which bromide is added in three portions over a period of 30 mins., and then washed in caustic soda and again bleached with hypochlorite containing a small amount of bromide; (9) sulphite pulp is chlorinated, washed with sodium hydroxide solution and bleached with bleaching powder. After 45 mins. the pH is brought to 7.0 to 7.5 and potassium bromide added over 30 mins.; (10) sulphite pulp is treated with bleaching powder at pH 9 and after 1 hour the pH is brought to 7.0 to 7.5 and potassium bromide is added during 30 mins."
542,1593250,20945048,"594,546. Hose couplings. TECALEMIT, Ltd., and LE CLAIR, C. C. S. Jan. 1, 1945, No. 104. [Class 99 (i)] In a hose coupling of the kind in which the hose end is gripped between a nipple 1 and a sleeve 12 by swaging the sleeve, the nipple is adapted to screw into the sleeve and has a knurled or serrated surface 6 into which the material of the sleeve is pressed by the swaging operation to prevent unscrewing of the nipple from the sleeve."
543,1593255,20945181,"591,281. Lawn-mowers. BOOTON, C. F. Jan. 2, 1945, No. 108. [Class 6. (ii)] [Also in Group VIII] The small roller of a lawn-mower comprises a number of sections 3 rotating on a common axle 1, each section being provided with a selflubricating bearing 4 and sealing washers 7 having flexible lips which prevent the ingress of dirt. The self-lubricating bearing 4 comprises a bush, of sintered bronze, surrounded by an oil-soaked felt pad 6 which occupies an oilfilled cavity 5 in the roller. The end faces of each roller are recessed to accommodate rubber sealing washers 7, the flexible lips of which rub on the axle as the roller rotates. Additional sealing against dirt is provided by felt washers 8 housed in caps 9 pressed into the recesses in the rollers 3. The roller sections are spaced apart by sleeves 2. In a modification, plain bearing bushes are used, each bush being drilled with radial holes to permit the feeding of lubricant from the oil reservoir 5."
544,1593256,20945187,"812,966. Automatic exchange systems. KEMP, J. A. (AllgemeineTelefon-Fabrik G.m.b.H.). Jan. 2, 1956, No. 108/56. Class 40 (4). In a branch exchange using line finders, each subscriber's line Na, Nb is connected to a calldetecting circuit comprising rectifiers Grl, Gr2, a resistor W1, an engaged signal lamp NL and a common start relay G, and calling lines are characterized by a distinct potential on one of the line wires. When a subscriber initiates a call by completing the line loop, relay G operates and pulls up AN to start one or more line finders AS. The calling line is identified over line finder wiper b by a test relay P which operates in parallel with the start relay and stops the line finder by disabling AS. Relay PR then operates slowly to ensure a satisfactory test and pulls up relay V over S(2) to busy the line by connecting earthed positive potential to wiper b. Negative (- 24v) and earth potentials are also applied to wipers a and c respectively, and the rectifiers Gr1, Gr2, Gr3 are rendered non-conductive by potentials of - 16v and - 8 volts on the subscriber's line wires Na and Nb, the different potential values arising from the resistance of relays D and S1 and the subscriber's loop circuit. With this arrangement the calldetecting circuit is disconnected from the line for the duration of the call. When testing of the calling line is completed, all the operated relays except S and V fall back. Relay S remains held over winding S(1) and repeats the impulses when dialling commences, the connection being maintained by slow-release relay V. Relay D is normally inoperative, but pulls up if the calling subscriber depresses an earth button and establishes a direct connection to the main exchange in known manner."
545,1593257,20945215,"590,574. Testing circuit resonance. COSSOR, Ltd., A. C., BEDFORD, L. H., and BELL, D. A. Jan. 2, 1945, No. 109. [Class 40 (v)] [Also in Group XXXV] A resonant circuit is automatically trimmed by feeding the circuit with a frequencymodulated signal of mean carrier frequency equal to that desired for the resonant circuit and feeding the rectified output from the circuit to a phase-sensitive motor which drives the trimming tool. As applied to trimming the -I.F. amplifier of a superheterodyne receiver R, the output from a signal generator FMG is first applied to the last tuned circuit of the I.F. stage. The generator output is of the desired I.F. and is frequency modulated at a low frequency derived, e.g. from a 50-cycle mains supply PS through a transformer TR and adjustable phase-shifter PC. The output from the I.F. stage being trimmed is rectified in the normal receiver detector stage, passed through shaping and filtering circuits SFC to remove harmonics of the mains-frequency, amplified at AMP and then fed to the. armature ARM of a shunt wound commutator motor M, the field FD of which is fed from the 50-cycle main supply PS over secondary S2 of the transformer TR. The motor rotates in a direction dependent on the phase difference between the field and armature currents and drives through a flexible shaft a screw-driver which is applied to the adjusting screw of the trimming condenser forming a part of the circuit being tuned. The motor stops when the circuit is in time, since the F.M. swing of the generator output is then symmetrical about the resonance curve of the circuit being trimmed. This process is then repeated for the preceding I.F. tuned circuits in turn. To prevent hunting of the motor M, negative feedback of a value proportional to the motor speed and derived from an auxiliary. armature winding AW, is applied to the amplifier AMP through a fixed phase-shifter PSN. The arrangement may be adapted for trimming the R.F. and local oscillator circuits. Both the amplitude of the the output from generator FMG and the frequency swing may be controlled by the receiver output. Specification 518,480 is referred to."
546,1593258,20945362,"814,590. Explosive compositions. DU PONT DE NEMOURS & CO., E. I. Jan. 1, 1958, No. 113/58. Class 9(2) A dynamite composition comprises nitroglycerine (as defined) as sensitizer and at least 0.25 per cent by weight of the entire composition of a water- and nitroglycerine-insoluble thermosetting resin in the form of hollow spherical ballons, said balloons having a bulk density of less than 0.3 grams/cc and a diameter between 2 and 360 microns. The term 'nitroglycerine' includes nitrated mixtures of glycerine and ethylene glycol with sugar, polyglycerine and polyethylene glycol. Gelling agents (nitrocellulose), antacids (chalk), high density combustibles (starch, ivory nut meal, apricot pit meal, walnut shell meal, soyabean meal and wheat flour) and low density combustibles (expanded cereals, wood pulp, ground cork and bagasse pith) may also be included. 5-20 per cent of the total composition by weight may be combustible materials. Ammonium nitrate and sodium nitrate may also be included as fuels. The resin balloons can be conveniently prepared from a phenol-formaldehyde composition, and may be those sold commercially under the Registered Trade Mark 'Microballoons.' Several compositions are described in the Specification."
547,1593259,20945553,"A composition for hardening a urea-formaldehyde type condensation product on the application of heat comprises a solid mixture of an accelerator dispersed or occluded in a thermoplastic phenol-formaldehyde type resinous condensation product. A phenolic compound, e.g. phenol, m-cresol, 1,3,5-xylenol, xylenol mixtures, b -naphthol and resorcinol may also be dispersed in the solid hardening compositions. The urea-formaldehyde type resin may be prepared from one mol. of urea, thiourea, or derivatives thereof, e.g. phenylated or acylated ureas, or mixtures thereof and 1.5-2.5 mols. of formaldehyde or hexamethylene-tetramine. They may contain fillers, e.g. starch or wood flour or these may be incorporated in the hardening composition which is used in the proportion of not more than 60 per cent by weight of the urea-formaldehyde resin. The accelerator and phenolic compound, if any, may be incorporated with the hot liquid phenolformaldehyde type resin which is then cooled to solidify. The mixtures of urea-formaldehyde type resin and solid hardening compositions are useful as hot-pressing adhesives, as binders for granular materials, for moulding powders and as gap-filling adhesives. In the example, urea and formaldehyde are reacted at 60 DEG C. in alkaline solution, the mixture acidified and refluxed until a sample remains clear on cooling. It is neutralized and dehydrated by vacuum distillation. Before use as a glue, it is mixed with a composition prepared by incorporating wood flour, powdered hexamethylene tetramine and ammonium chloride in molten thermoplastic phenol-formaldehyde resin, followed by cooling and grinding. Specifications 537,176 and 560,693 are referred to."
548,1593262,20946084,"813,786. Propelling ships. TAYLOR, E., and SHIPP, R. Jan. 3, 1956 [Jan. 3, 1955], No. 134/55. Addition to 759,500. Class 114. The impeller unit of the parent Specification is actuated by an electric motor contained in the unit and energised by a generator in the ship's hull. The unit, suspended from the hull, as by a bracket 29, includes the impeller 15 and a driving motor 16 connected by a flexible electric cable to a generator in the hull 28, the motor driving a hollow shaft 17 connected by epicyclic reduction gearing 22, 21 to the shaft 23 of the impeller, the shaft being within and coaxial with the shaft 17. The housing of the third and fourth rows of stator blades may comprise a ring arranged to deflect the water flow at an angle of say 10 degrees to the impeller axis."
549,1593263,20946154,"590,829. Compound paper boards. MELLER, R. B. Jan. 2, 1945, No. 136. Drawings to Specification. [Class 96] [Also in Group XVII] A compound paper board for a folding box consists of an intermediate layer of pulp to which the material known as glassine is secured on one side by an amount of adhesive to impregnate the intermediate layer for a substantial proportion of its thickness, while thin bond paper is secured to the other side by a normalamount of adhesive."
550,1593264,20946222,"593,517. Electromagnetic switches. BRENNAN, J. Jan. 2, 1945, No. 138. [Class 38(v)] [Also in Group XXXV] An electromagnetically-operated switch for use in the circuit of an electric discharge tube a, comprises two contact pieces h normally bridged by a sphere j of magnetisable material, enclosed in an evacuated glass envelope filled with oil or other suitable material, for arc quenching purposes and/or, for delaying operation of the switch. When the switch is subjected to magnetic flux due to the primary b of transformer l, the sphere j opens the primary circuit, of which the switch forms a part, at the contacts h and is subsequently held off these contacts during normal running of the tube, by flux due to secondary c."
551,1593266,20946255,"814,525. Testing radio apparatus; amplitude modulation. FAIREY AVIATION CO. Ltd. Jan. 3, 1956 [Jan. 3, 1955], No. 139/55. Class 40 (5). An eccentric disc, rotated by a motor 4, adjustably projects into a waveguide to vary the attenuation of a transmitted wave, thereby modulating it, and an alternator is driven in synchronism with the disc as a phase reference source. The disc may be of glass with a slightly eccentric resistive film deposited on it. A milled nut 16 acting on a screw 21 may vertically adjust the disc housing relative to the waveguide and therefore the mean penetration by the disc and the carrier level, this being indicated on a scale 31 by a pointer 32 actuated by a centre hub of the disc. A two-pole rotor 35 on the alternator shaft located between the two poles of a stator which may be energized by coils 35 acts as an electromagnetic brake bringing the alternator to rest with the disc coupled to it in one of the two mean positions of penetration into the waveguide, for measuring the mean carrier level. An adjustable attentuator further down the waveguide may be used for restoring the mean carrier level to a constant level after adjustment of the depth of modulation, and may be automatically adjusted by the latter adjustment. A grubscrew 38 permits coarse adjustment of the disc and alternator rotor and therefore of the reference phase. Finer adjustment is permitted by a pinion 41 and toothed quadrant 39 acting on the alternator stator (of permanent magnet type). Phase displacements of 0 degrees, 90 degrees, 180 degrees or 270 degrees may then be produced by a selector switch 42 bringing into operation different windings of the alternator. In a modification the plane of the disc is at a small angle to the axis of rotation of the motor and alternator shaft 6, and therefore its periphery moves laterally inside the waveguide without its depth varying. To this end (Fig. 4) the disc 24 may be secured on a skewly-bored sleeve 52 mounted on a saddle 51 skewly attached to the shaft 6 and the sleeve may be adjustable to vary the modulation depth. The disc may as before be vertically adjustable in the waveguide and in this case is perfectly balanced."
552,1593267,20946387,"Containers for liquids or pulverulent material, and thin walled structures such as loudspeaker diaphragms, funnels and lampshades, are built up round a mould or inside a matrix from laminations of paper, fabric or plastic, or combinations thereof, with the use of a composite adhesive comprising casein, fish, or animal glue, and starch paste. The casein glue may include small proportions of lactic acid, a preservative such as sodium fluoride and an alkaline ingredient such as lime. The mould may be of plaster, wood &c. polished with wax or french polish or both. In one form, pieces of paper, preferably torn to give a thin edge, wetted on the side towards the mould and coated with adhesive on the other side, are applied to the mould with their edges overlapping, and successive layers of paper, coated on both sides with adhesive, are similarly applied, joints between the overlaps being staggered; alternate layers of paper may be of different colours. After each layer is applied, it is rubbed down as by a pad covered with sand paper to remove local thickening. Containers shaped like canoes or torpedoes are referred to."
553,1593269,20946786,"Spherical particles of alumina gel are prepared by suspending droplets of alumina sol in a viscous water-immiscible inert liquid having dissolved therein an organic base, e.g., morpholine, non-reactive with the liquid and in sufficient quantity to change the p H of the sol to the alkaline side and to accelerate its gelation, maintaining the sol droplets separate from each other until set, washing, if necessary, and drying, e.g., at 90-120 DEG F. The spheres may then be heated to 900 DEG F. The droplets may be allowed to rise or fall through a column of liquid, or to remain substantially stationary therein. Suitable suspending liquids are kerosene, heavy naphtha, light gas oils, lubricating oils, coal tar oils such as xylol mixed, for density adjustment, with carbon tetrachloride, dibromoethane, acetylene tetrabromide &c. oil of mirbane is also suitable. The operation may be effected as a batch process by dropping the sol into pans of oil, or continuously, by feeding through distributor head 5, having <PICT:0591912/III/1> orifices of 1/16 to 1/4 inch diameter, into towe 3 containing oil &c. circulated by pump 11 via heater 12, morpholine being added through pipe 13. The hydrogel spheres are removed by water or aqueous alcohol from pipe 7 to tank 14 wherein they are washed by water, or impregnated with a metal salt solution for catalytic purposes, introduced through pipe 15, and pass on to a screen 19 whereon they are coated with a film of oil from line 21 and pass to drier 22. Specification 576,058 is referred to."
554,1593272,20947257,"591,502. Pillars for supporting ships' berths. HOSKINS & SON, Ltd., and GUTHRIE, T. Jan. 2,1945, No. 167. [Class 20 (i) ] A support for a ships' berth comprises a pair of telescopic members a, b, the inner of which is screwthreaded, the ends of the post being adapted to make spigot and socket connections with separate end fittings f by which the support is fixed. The end fittings f may be thrust into gripping contact with the decks by a nut c screwing on the member b and bearing on the member a, a lock-nut d being provided. A cross piece e may be fitted to facilitate manipulation. The member b may be solid, the upper end being formed to make spigot connection with the endfitting f. An internal spring h thrusting upwardly on a cottar m passing through the member a and through a slot in the stem i of a carrier k for the spring, assists in maintaining gripping pressure on the end fittings f."
